param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
ARIMA_d1_p20_q4.csv,2.44,2.94,31.43,14.29,14.29,17.14,17.14
ARIMA_d1_p20_q8.csv,2.52,3.05,37.14,17.14,17.14,20.0,20.0
ARIMA_d1_p24_q1.csv,2.25,2.93,42.86,31.43,31.43,11.43,11.43
ARIMA_d1_p24_q12.csv,2.53,3.11,42.86,17.14,17.14,25.71,25.71
ARIMA_d1_p24_q16.csv,2.48,3.14,45.71,22.86,22.86,22.86,22.86
ARIMA_d1_p24_q2.csv,2.25,2.93,42.86,31.43,31.43,11.43,11.43
ARIMA_d1_p24_q20.csv,2.61,3.06,40.0,22.86,22.86,17.14,17.14
ARIMA_d1_p24_q24.csv,2.43,2.96,54.29,31.43,31.43,22.86,22.86
ARIMA_d1_p24_q3.csv,2.3,2.98,42.86,31.43,31.43,11.43,11.43
ARIMA_d1_p24_q4.csv,2.27,3.02,42.86,31.43,31.43,11.43,11.43
ARIMA_d1_p24_q8.csv,2.47,3.06,42.86,20.0,20.0,22.86,22.86
ARIMA_d1_p2_q1.csv,1.58,2.31,34.29,17.14,17.14,17.14,17.14
ARIMA_d1_p2_q12.csv,2.54,3.18,40.0,25.71,25.71,14.29,14.29
ARIMA_d1_p2_q16.csv,2.46,3.23,40.0,28.57,28.57,11.43,11.43
ARIMA_d1_p2_q2.csv,1.56,2.31,54.29,34.29,34.29,20.0,20.0
ARIMA_d1_p2_q20.csv,2.31,3.02,45.71,28.57,28.57,17.14,17.14
ARIMA_d1_p2_q24.csv,2.14,2.67,45.71,25.71,25.71,20.0,20.0
ARIMA_d1_p2_q3.csv,1.56,2.31,54.29,34.29,34.29,20.0,20.0
ARIMA_d1_p2_q4.csv,1.61,2.34,48.57,31.43,31.43,17.14,17.14
ARIMA_d1_p2_q8.csv,2.19,2.85,37.14,22.86,22.86,14.29,14.29
ARIMA_d1_p3_q1.csv,1.59,2.31,54.29,31.43,31.43,22.86,22.86
ARIMA_d1_p3_q12.csv,2.54,3.16,37.14,22.86,22.86,14.29,14.29
ARIMA_d1_p3_q16.csv,2.53,3.15,31.43,25.71,25.71,5.71,5.71
ARIMA_d1_p3_q2.csv,1.56,2.31,54.29,34.29,34.29,20.0,20.0
ARIMA_d1_p3_q20.csv,2.46,3.12,45.71,31.43,31.43,14.29,14.29
ARIMA_d1_p3_q24.csv,2.31,2.81,48.57,28.57,28.57,20.0,20.0
ARIMA_d1_p3_q3.csv,1.57,2.32,54.29,34.29,34.29,20.0,20.0
ARIMA_d1_p3_q4.csv,1.61,2.35,48.57,31.43,31.43,17.14,17.14
ARIMA_d1_p3_q8.csv,2.16,2.84,42.86,25.71,25.71,17.14,17.14
ARIMA_d1_p4_q1.csv,1.59,2.33,51.43,34.29,34.29,17.14,17.14
ARIMA_d1_p4_q12.csv,2.44,3.1,31.43,17.14,17.14,17.14,17.14
ARIMA_d1_p4_q16.csv,2.59,3.2,28.57,20.0,20.0,8.57,8.57
ARIMA_d1_p4_q2.csv,1.58,2.32,54.29,34.29,34.29,20.0,20.0
ARIMA_d1_p4_q20.csv,2.39,3.09,48.57,34.29,34.29,17.14,17.14
ARIMA_d1_p4_q24.csv,2.15,2.82,45.71,31.43,31.43,14.29,14.29
ARIMA_d1_p4_q3.csv,1.56,2.31,54.29,34.29,34.29,20.0,20.0
ARIMA_d1_p4_q4.csv,2.14,2.82,40.0,25.71,25.71,14.29,14.29
ARIMA_d1_p4_q8.csv,2.26,2.98,42.86,25.71,25.71,17.14,17.14
ARIMA_d1_p8_q1.csv,1.65,2.38,51.43,31.43,31.43,22.86,22.86
ARIMA_d1_p8_q12.csv,2.48,3.0,28.57,17.14,17.14,11.43,11.43
ARIMA_d1_p8_q16.csv,2.52,3.05,31.43,22.86,22.86,8.57,8.57
ARIMA_d1_p8_q2.csv,2.18,2.86,34.29,22.86,22.86,11.43,11.43
ARIMA_d1_p8_q20.csv,2.02,2.8,51.43,31.43,31.43,20.0,20.0
ARIMA_d1_p8_q24.csv,2.28,2.89,42.86,28.57,28.57,14.29,14.29
ARIMA_d1_p8_q3.csv,2.04,2.7,40.0,31.43,31.43,8.57,8.57
ARIMA_d1_p8_q4.csv,2.19,2.84,37.14,22.86,22.86,14.29,14.29
ARIMA_d1_p8_q8.csv,2.39,2.95,31.43,17.14,17.14,14.29,14.29
