param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
ARIMA_d1_p2_q2.csv,2.01,9.06,60.0,28.57,28.57,31.43,31.43
ARIMA_d1_p2_q20.csv,2.06,9.18,57.14,31.43,31.43,25.71,25.71
ARIMA_d1_p2_q24.csv,2.22,9.71,60.0,37.14,37.14,22.86,22.86
ARIMA_d1_p2_q3.csv,2.04,9.22,42.86,25.71,25.71,17.14,17.14
ARIMA_d1_p2_q4.csv,2.03,9.17,48.57,25.71,25.71,22.86,22.86
ARIMA_d1_p2_q8.csv,1.95,8.83,62.86,37.14,37.14,25.71,25.71
ARIMA_d1_p3_q1.csv,1.94,8.72,54.29,28.57,28.57,25.71,25.71
ARIMA_d1_p3_q12.csv,1.97,8.79,57.14,31.43,31.43,25.71,25.71
ARIMA_d1_p3_q16.csv,2.0,8.9,62.86,34.29,34.29,28.57,28.57
ARIMA_d1_p3_q2.csv,2.0,9.03,54.29,28.57,28.57,25.71,25.71
ARIMA_d1_p3_q20.csv,2.11,9.51,57.14,25.71,25.71,31.43,31.43
ARIMA_d1_p3_q24.csv,2.16,9.59,54.29,34.29,34.29,20.0,20.0
ARIMA_d1_p3_q3.csv,2.04,9.11,54.29,28.57,28.57,25.71,25.71
ARIMA_d1_p3_q4.csv,2.02,9.18,48.57,28.57,28.57,20.0,20.0
ARIMA_d1_p3_q8.csv,1.99,8.91,62.86,37.14,37.14,25.71,25.71
ARIMA_d1_p4_q1.csv,1.94,8.74,51.43,28.57,28.57,22.86,22.86
ARIMA_d1_p4_q12.csv,2.01,8.96,57.14,34.29,34.29,22.86,22.86
ARIMA_d1_p4_q16.csv,2.01,8.92,60.0,31.43,31.43,28.57,28.57
ARIMA_d1_p4_q2.csv,2.02,9.1,51.43,28.57,28.57,22.86,22.86
ARIMA_d1_p4_q20.csv,2.08,9.4,60.0,28.57,28.57,31.43,31.43
ARIMA_d1_p4_q24.csv,2.18,9.94,54.29,34.29,34.29,20.0,20.0
ARIMA_d1_p4_q3.csv,2.1,9.33,51.43,28.57,28.57,22.86,22.86
ARIMA_d1_p4_q4.csv,2.01,9.03,51.43,31.43,31.43,20.0,20.0
ARIMA_d1_p4_q8.csv,1.99,8.81,60.0,31.43,31.43,28.57,28.57
ARIMA_d1_p8_q1.csv,1.97,8.89,54.29,31.43,31.43,22.86,22.86
ARIMA_d1_p8_q12.csv,2.01,9.14,60.0,34.29,34.29,25.71,25.71
ARIMA_d1_p8_q16.csv,2.09,9.34,54.29,28.57,28.57,25.71,25.71
ARIMA_d1_p8_q2.csv,1.98,8.91,51.43,31.43,31.43,20.0,20.0
ARIMA_d1_p8_q20.csv,2.26,10.07,60.0,31.43,31.43,28.57,28.57
ARIMA_d1_p8_q24.csv,2.2,10.68,68.57,37.14,37.14,31.43,31.43
ARIMA_d1_p8_q3.csv,1.96,8.79,62.86,34.29,34.29,28.57,28.57
ARIMA_d1_p8_q4.csv,2.01,9.1,60.0,37.14,37.14,22.86,22.86
ARIMA_d1_p8_q8.csv,2.33,10.01,48.57,28.57,28.57,20.0,20.0
