param,mape,rmse,da[0:0],da[0:-5],da[0:-10],da[5:0],da[10:0]
ARIMA_d1_p4_q24.csv,4.6,9.58,51.43,31.43,31.43,20.0,20.0
ARIMA_d1_p4_q3.csv,3.7,7.79,51.43,20.0,20.0,31.43,31.43
ARIMA_d1_p4_q4.csv,3.96,8.34,48.57,25.71,25.71,22.86,22.86
ARIMA_d1_p4_q8.csv,3.77,8.07,60.0,34.29,34.29,25.71,25.71
ARIMA_d1_p8_q1.csv,3.85,8.03,45.71,22.86,22.86,22.86,22.86
ARIMA_d1_p8_q12.csv,3.99,8.34,54.29,34.29,34.29,20.0,20.0
ARIMA_d1_p8_q16.csv,3.99,8.69,54.29,34.29,34.29,20.0,20.0
ARIMA_d1_p8_q2.csv,3.78,7.91,51.43,25.71,25.71,25.71,25.71
ARIMA_d1_p8_q20.csv,4.28,9.06,65.71,45.71,45.71,20.0,20.0
ARIMA_d1_p8_q24.csv,4.16,9.11,60.0,40.0,40.0,20.0,20.0
ARIMA_d1_p8_q3.csv,3.75,7.79,51.43,25.71,25.71,25.71,25.71
ARIMA_d1_p8_q4.csv,3.92,8.04,40.0,17.14,17.14,22.86,22.86
ARIMA_d1_p8_q8.csv,3.79,7.96,57.14,25.71,25.71,31.43,31.43
